コード,銘柄名,33業種コード,33業種区分,規模コード,規模区分
9248,人・夢・技術グループ,9050,サービス業,7,TOPIX Small 2
9260,西本Ｗｉｓｍｅｔｔａｃホールディングス,6050,卸売業,7,TOPIX Small 2
9262,シルバーライフ,6100,小売業,7,TOPIX Small 2
9265,ヤマシタヘルスケアホールディングス,6050,卸売業,7,TOPIX Small 2
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,6100,小売業,6,TOPIX Small 1
9273,コーア商事ホールディングス,6050,卸売業,7,TOPIX Small 2
9274,国際紙パルプ商事,6050,卸売業,7,TOPIX Small 2
9275,ナルミヤ・インターナショナル,6100,小売業,7,TOPIX Small 2
9278,ブックオフグループホールディングス,6100,小売業,7,TOPIX Small 2
9279,ギフト,6100,小売業,7,TOPIX Small 2
9301,三菱倉庫,5200,倉庫・運輸関連業,4,TOPIX Mid400
9302,三井倉庫ホールディングス,5200,倉庫・運輸関連業,6,TOPIX Small 1
9303,住友倉庫,5200,倉庫・運輸関連業,6,TOPIX Small 1
9304,澁澤倉庫,5200,倉庫・運輸関連業,7,TOPIX Small 2
9305,ヤマタネ,6050,卸売業,7,TOPIX Small 2
9306,東陽倉庫,5200,倉庫・運輸関連業,7,TOPIX Small 2
9308,乾汽船,5100,海運業,7,TOPIX Small 2
9310,日本トランスシティ,5200,倉庫・運輸関連業,7,TOPIX Small 2
9312,ケイヒン,5200,倉庫・運輸関連業,7,TOPIX Small 2
9319,中央倉庫,5200,倉庫・運輸関連業,7,TOPIX Small 2
9322,川西倉庫,5200,倉庫・運輸関連業,7,TOPIX Small 2
9324,安田倉庫,5200,倉庫・運輸関連業,7,TOPIX Small 2
9325,ファイズホールディングス,5200,倉庫・運輸関連業,7,TOPIX Small 2
9351,東洋埠頭,5200,倉庫・運輸関連業,7,TOPIX Small 2
9358,宇徳,5200,倉庫・運輸関連業,7,TOPIX Small 2
9364,上組,5200,倉庫・運輸関連業,4,TOPIX Mid400
9366,サンリツ,5200,倉庫・運輸関連業,7,TOPIX Small 2
9368,キムラユニティー,5200,倉庫・運輸関連業,7,TOPIX Small 2
9369,キユーソー流通システム,5200,倉庫・運輸関連業,7,TOPIX Small 2
9375,近鉄エクスプレス,5200,倉庫・運輸関連業,6,TOPIX Small 1
9380,東海運,5200,倉庫・運輸関連業,7,TOPIX Small 2
9381,エーアイテイー,5200,倉庫・運輸関連業,7,TOPIX Small 2
9384,内外トランスライン,5200,倉庫・運輸関連業,7,TOPIX Small 2
9385,ショーエイコーポレーション,3200,化学,7,TOPIX Small 2
9386,日本コンセプト,5200,倉庫・運輸関連業,7,TOPIX Small 2
9401,ＴＢＳホールディングス,5250,情報・通信業,4,TOPIX Mid400
9404,日本テレビホールディングス,5250,情報・通信業,4,TOPIX Mid400
9405,朝日放送グループホールディングス,5250,情報・通信業,7,TOPIX Small 2
9409,テレビ朝日ホールディングス,5250,情報・通信業,4,TOPIX Mid400
9412,スカパーＪＳＡＴホールディングス,5250,情報・通信業,6,TOPIX Small 1
9413,テレビ東京ホールディングス,5250,情報・通信業,7,TOPIX Small 2
9414,日本ＢＳ放送,5250,情報・通信業,7,TOPIX Small 2
9416,ビジョン,5250,情報・通信業,6,TOPIX Small 1
9417,スマートバリュー,5250,情報・通信業,7,TOPIX Small 2
9418,ＵＳＥＮ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,5250,情報・通信業,6,TOPIX Small 1
9419,ワイヤレスゲート,5250,情報・通信業,7,TOPIX Small 2
9422,コネクシオ,5250,情報・通信業,7,TOPIX Small 2
9424,日本通信,5250,情報・通信業,6,TOPIX Small 1
9428,クロップス,5250,情報・通信業,7,TOPIX Small 2
9432,日本電信電話,5250,情報・通信業,1,TOPIX Core30
9433,ＫＤＤＩ,5250,情報・通信業,1,TOPIX Core30
9434,ソフトバンク,5250,情報・通信業,2,TOPIX Large70
9435,光通信,5250,情報・通信業,4,TOPIX Mid400
9438,エムティーアイ,5250,情報・通信業,7,TOPIX Small 2
9449,ＧＭＯインターネット,5250,情報・通信業,4,TOPIX Mid400
9450,ファイバーゲート,5250,情報・通信業,7,TOPIX Small 2
9466,アイドママーケティングコミュニケーション,5250,情報・通信業,7,TOPIX Small 2
9468,ＫＡＤＯＫＡＷＡ,5250,情報・通信業,4,TOPIX Mid400
9470,学研ホールディングス,5250,情報・通信業,6,TOPIX Small 1
9474,ゼンリン,5250,情報・通信業,6,TOPIX Small 1
9475,昭文社ホールディングス,5250,情報・通信業,7,TOPIX Small 2
9479,インプレスホールディングス,5250,情報・通信業,7,TOPIX Small 2
9501,東京電力ホールディングス,4050,電気・ガス業,4,TOPIX Mid400
9502,中部電力,4050,電気・ガス業,4,TOPIX Mid400
9503,関西電力,4050,電気・ガス業,4,TOPIX Mid400
9504,中国電力,4050,電気・ガス業,4,TOPIX Mid400
9505,北陸電力,4050,電気・ガス業,4,TOPIX Mid400
9506,東北電力,4050,電気・ガス業,4,TOPIX Mid400
9507,四国電力,4050,電気・ガス業,4,TOPIX Mid400
9508,九州電力,4050,電気・ガス業,4,TOPIX Mid400
9509,北海道電力,4050,電気・ガス業,4,TOPIX Mid400
9511,沖縄電力,4050,電気・ガス業,6,TOPIX Small 1
9513,電源開発,4050,電気・ガス業,4,TOPIX Mid400
9514,エフオン,4050,電気・ガス業,7,TOPIX Small 2
9517,イーレックス,4050,電気・ガス業,6,TOPIX Small 1
9519,レノバ,4050,電気・ガス業,6,TOPIX Small 1
9531,東京瓦斯,4050,電気・ガス業,4,TOPIX Mid400
9532,大阪瓦斯,4050,電気・ガス業,4,TOPIX Mid400
9533,東邦瓦斯,4050,電気・ガス業,4,TOPIX Mid400
9534,北海道瓦斯,4050,電気・ガス業,7,TOPIX Small 2
9535,広島ガス,4050,電気・ガス業,7,TOPIX Small 2
9536,西部ガスホールディングス,4050,電気・ガス業,7,TOPIX Small 2
9543,静岡ガス,4050,電気・ガス業,7,TOPIX Small 2
9551,メタウォーター,4050,電気・ガス業,6,TOPIX Small 1
9600,アイネット,5250,情報・通信業,7,TOPIX Small 2
9601,松竹,5250,情報・通信業,4,TOPIX Mid400
9602,東宝,5250,情報・通信業,4,TOPIX Mid400
9603,エイチ・アイ・エス,9050,サービス業,6,TOPIX Small 1
9605,東映,5250,情報・通信業,6,TOPIX Small 1
9612,ラックランド,9050,サービス業,7,TOPIX Small 2
9613,エヌ・ティ・ティ・データ,5250,情報・通信業,4,TOPIX Mid400
9616,共立メンテナンス,9050,サービス業,6,TOPIX Small 1
9619,イチネンホールディングス,9050,サービス業,7,TOPIX Small 2
9621,建設技術研究所,9050,サービス業,7,TOPIX Small 2
9622,スペース,9050,サービス業,7,TOPIX Small 2
9627,アインホールディングス,6100,小売業,4,TOPIX Mid400
9628,燦ホールディングス,9050,サービス業,7,TOPIX Small 2
9629,ピー・シー・エー,5250,情報・通信業,7,TOPIX Small 2
9632,スバル興業,9050,サービス業,7,TOPIX Small 2
9633,東京テアトル,9050,サービス業,7,TOPIX Small 2
9644,タナベ経営,9050,サービス業,7,TOPIX Small 2
9658,ビジネスブレイン太田昭和,5250,情報・通信業,7,TOPIX Small 2
9663,ナガワ,9050,サービス業,7,TOPIX Small 2
9672,東京都競馬,9050,サービス業,6,TOPIX Small 1
9675,常磐興産,9050,サービス業,7,TOPIX Small 2
9678,カナモト,9050,サービス業,6,TOPIX Small 1
9682,ＤＴＳ,5250,情報・通信業,6,TOPIX Small 1
9684,スクウェア・エニックス・ホールディングス,5250,情報・通信業,4,TOPIX Mid400
9692,シーイーシー,5250,情報・通信業,6,TOPIX Small 1
9697,カプコン,5250,情報・通信業,4,TOPIX Mid400
9699,西尾レントオール,9050,サービス業,6,TOPIX Small 1
9702,アイ・エス・ビー,5250,情報・通信業,7,TOPIX Small 2
9704,アゴーラ　ホスピタリティー　グループ,9050,サービス業,7,TOPIX Small 2
9706,日本空港ビルデング,8050,不動産業,4,TOPIX Mid400
9715,トランス・コスモス,9050,サービス業,6,TOPIX Small 1
9716,乃村工藝社,9050,サービス業,6,TOPIX Small 1
9717,ジャステック,5250,情報・通信業,7,TOPIX Small 2
9719,ＳＣＳＫ,5250,情報・通信業,4,TOPIX Mid400
9722,藤田観光,9050,サービス業,7,TOPIX Small 2
9726,ＫＮＴ－ＣＴホールディングス,9050,サービス業,7,TOPIX Small 2
9728,日本管財,9050,サービス業,7,TOPIX Small 2
9729,トーカイ,9050,サービス業,7,TOPIX Small 2
9731,白洋舎,9050,サービス業,7,TOPIX Small 2
9735,セコム,9050,サービス業,2,TOPIX Large70
9739,日本システムウエア,5250,情報・通信業,7,TOPIX Small 2
9740,セントラル警備保障,9050,サービス業,6,TOPIX Small 1
9742,アイネス,5250,情報・通信業,6,TOPIX Small 1
9743,丹青社,9050,サービス業,6,TOPIX Small 1
9744,メイテック,9050,サービス業,4,TOPIX Mid400
9746,ＴＫＣ,5250,情報・通信業,6,TOPIX Small 1
9749,富士ソフト,5250,情報・通信業,6,TOPIX Small 1
9755,応用地質,9050,サービス業,7,TOPIX Small 2
9757,船井総研ホールディングス,9050,サービス業,6,TOPIX Small 1
9759,ＮＳＤ,5250,情報・通信業,6,TOPIX Small 1
9760,進学会ホールディングス,9050,サービス業,7,TOPIX Small 2
9763,丸紅建材リース,6050,卸売業,7,TOPIX Small 2
9765,オオバ,9050,サービス業,7,TOPIX Small 2
9766,コナミホールディングス,5250,情報・通信業,4,TOPIX Mid400
9768,いであ,9050,サービス業,7,TOPIX Small 2
9769,学究社,9050,サービス業,7,TOPIX Small 2
9783,ベネッセホールディングス,9050,サービス業,4,TOPIX Mid400
9787,イオンディライト,9050,サービス業,6,TOPIX Small 1
9788,ナック,9050,サービス業,7,TOPIX Small 2
9790,福井コンピュータホールディングス,5250,情報・通信業,6,TOPIX Small 1
9793,ダイセキ,9050,サービス業,6,TOPIX Small 1
9795,ステップ,9050,サービス業,7,TOPIX Small 2
9810,日鉄物産,6050,卸売業,6,TOPIX Small 1
9824,泉州電業,6050,卸売業,7,TOPIX Small 2
9828,元気寿司,6100,小売業,7,TOPIX Small 2
9830,トラスコ中山,6050,卸売業,6,TOPIX Small 1
9831,ヤマダホールディングス,6100,小売業,4,TOPIX Mid400
9832,オートバックスセブン,6050,卸売業,4,TOPIX Mid400
9837,モリト,6050,卸売業,7,TOPIX Small 2
9842,アークランドサカモト,6100,小売業,6,TOPIX Small 1
9843,ニトリホールディングス,6100,小売業,2,TOPIX Large70
9850,グルメ杵屋,6100,小売業,7,TOPIX Small 2
9854,愛眼,6100,小売業,7,TOPIX Small 2
9856,ケーユーホールディングス,6100,小売業,7,TOPIX Small 2
9861,吉野家ホールディングス,6100,小売業,4,TOPIX Mid400
9869,加藤産業,6050,卸売業,6,TOPIX Small 1
9872,北恵,6050,卸売業,7,TOPIX Small 2
9880,イノテック,6050,卸売業,7,TOPIX Small 2
9882,イエローハット,6050,卸売業,6,TOPIX Small 1
9887,松屋フーズホールディングス,6100,小売業,7,TOPIX Small 2
9889,ＪＢＣＣホールディングス,5250,情報・通信業,7,TOPIX Small 2
9896,ＪＫホールディングス,6050,卸売業,7,TOPIX Small 2
9900,サガミホールディングス,6100,小売業,7,TOPIX Small 2
9902,日伝,6050,卸売業,7,TOPIX Small 2
9919,関西スーパーマーケット,6100,小売業,7,TOPIX Small 2
9928,ミロク情報サービス,5250,情報・通信業,6,TOPIX Small 1
9930,北沢産業,6050,卸売業,7,TOPIX Small 2
9932,杉本商事,6050,卸売業,7,TOPIX Small 2
9934,因幡電機産業,6050,卸売業,6,TOPIX Small 1
9936,王将フードサービス,6100,小売業,6,TOPIX Small 1
9945,プレナス,6100,小売業,6,TOPIX Small 1
9946,ミニストップ,6100,小売業,7,TOPIX Small 2
9948,アークス,6100,小売業,6,TOPIX Small 1
9956,バローホールディングス,6100,小売業,6,TOPIX Small 1
9960,東テク,6050,卸売業,7,TOPIX Small 2
9962,ミスミグループ本社,6050,卸売業,4,TOPIX Mid400
9972,アルテック,6050,卸売業,7,TOPIX Small 2
9974,ベルク,6100,小売業,6,TOPIX Small 1
9979,大庄,6100,小売業,7,TOPIX Small 2
9982,タキヒヨー,6050,卸売業,7,TOPIX Small 2
9983,ファーストリテイリング,6100,小売業,2,TOPIX Large70
9984,ソフトバンクグループ,5250,情報・通信業,1,TOPIX Core30
9986,蔵王産業,6050,卸売業,7,TOPIX Small 2
9987,スズケン,6050,卸売業,4,TOPIX Mid400
9989,サンドラッグ,6100,小売業,4,TOPIX Mid400
9990,サックスバー　ホールディングス,6100,小売業,7,TOPIX Small 2
9991,ジェコス,6050,卸売業,7,TOPIX Small 2
9993,ヤマザワ,6100,小売業,7,TOPIX Small 2
9994,やまや,6100,小売業,7,TOPIX Small 2
9995,グローセル,6050,卸売業,7,TOPIX Small 2
9997,ベルーナ,6100,小売業,6,TOPIX Small 1
